X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,Phase
0.0021841,-0.0001166,0.00220456,0.00895486,0.00295256,0.00325114,-0.00118594,-0.00125666,-0.00305833,0.00180635,0.00085382,-0.00217432,-2.696e-05,-0.00018761,-9.794e-05,0.00172746,0.00194973,0.00406834,0.00034041,2.401e-05,0.00164791,0.00126806,0.00143126,0.00136634,0.00310548,0.00997381,0.00351269,0.00295289,0.00021335,0.00483084,0.00168288,0.00235018,H
-0.00946028,-0.0154349,0.00049121,0.00590338,-0.01800438,-0.00050461,-0.00760904,-0.01069847,0.00036721,0.00764658,-0.01617544,-0.00035284,0.0006895,0.00154304,-0.00015989,-0.00038255,0.00213323,-0.00038734,0.00044237,0.00102613,-0.0001354,-0.00030227,0.0004936,-0.0002068,0.01811006,0.01895421,0.01313353,0.01789524,0.00169763,0.00220161,0.0011256,0.00061463,S
-0.0087098,0.00075656,0.01759516,0.00215565,0.00018703,-0.00828739,-0.00757983,0.00111446,0.01542165,0.00110166,3.588e-05,-0.01023821,0.00547206,-0.00114573,-0.01206308,-0.00057523,0.00029494,0.00109565,0.0058809,-0.00102169,-0.01292662,-0.00044006,0.00043515,0.00127859,0.01964746,0.0085652,0.01721984,0.01029738,0.01329564,0.00127213,0.0142382,0.00142049,D
0.00196088,0.01820824,-0.00111264,-0.01395281,0.01127536,-0.0008931,0.00243645,0.01527752,-0.00059257,-0.00708878,0.00734836,-0.00040612,-0.00035934,-0.00210533,2.047e-05,0.00033389,-0.00081938,1.466e-05,-0.0001064,-0.00075804,4.73e-06,0.0001558,-0.00044095,-2.586e-05,0.01834729,0.01796141,0.01548193,0.01021832,0.00213588,0.00088492,0.00076549,0.00046838,P
0.00684667,-0.01275797,-0.00197595,0.0022219,-0.00485818,-0.00126852,0.00755921,-0.01104105,-0.00089776,0.00225409,-0.0075814,-0.0007939,-0.00316688,-0.00369268,0.00042678,0.00110717,0.00315035,-0.00010495,-0.0023964,0.00156407,7.994e-05,-0.00189766,0.00504393,-0.00019048,0.01461325,0.00549071,0.01341091,0.00794914,0.00488335,0.00334089,0.00286277,0.00539246,R
0.00043748,0.00356188,-0.00018319,0.02448644,0.0266936,-0.00419582,-5.472e-05,9.43e-06,0.0001203,0.02001957,0.02433054,-0.00267503,0.00023547,0.00100112,-5.684e-05,0.00250887,0.00011979,-0.0001327,9.113e-05,-8.645e-05,3.547e-05,0.00256187,-0.0005049,-0.00030144,0.00359332,0.03646558,0.00013249,0.03162142,0.00103001,0.00251523,0.00013052,0.0026285,P
-0.00055223,-0.00311521,-0.00014655,0.00057894,-0.00702474,-0.00137313,0.00047437,0.00056138,-6.353e-05,0.000113,-0.00741851,-0.00175036,0.00063659,-0.00137932,-4.957e-05,0.0006983,-0.00112241,0.00053536,0.00177241,-0.00018298,-0.0001461,0.00071809,-0.00129121,0.00033479,0.00316717,0.00718106,0.0007377,0.00762304,0.00151995,0.00142619,0.00178781,0.00151491,S
0.00094132,0.00214569,1.15e-06,-0.0134261,0.00253244,0.00023267,0.0007285,0.00164858,-2e-07,-0.0103843,0.0022048,-7.725e-05,-0.00061436,-0.00027088,-2.682e-05,9.87e-05,0.00124902,-0.00028952,-0.00043666,-0.00025541,-5.02e-06,8.201e-05,0.00108571,-0.00026426,0.00234309,0.01366483,0.00180237,0.01061606,0.00067196,0.00128593,0.0005059,0.00112042,S
0.00113546,-0.00093552,0.02519448,0.00081792,-0.00207447,-0.03635268,0.00295774,-0.00044567,0.02858448,0.00140441,-0.00219633,-0.0308227,0.00015409,-3.928e-05,0.00080132,-0.00070372,0.00026611,0.00271259,0.00016887,0.00017662,0.00112774,-0.00042654,0.00027631,0.00280214,0.02523739,0.03642101,0.02874056,0.03093275,0.00081695,0.00281499,0.00115391,0.00284785,P
0.0008478,-0.00046264,0.00015862,-0.0173794,0.00504559,-0.00228859,-0.00044245,-0.00190691,0.0005185,-0.01378511,0.00378548,-0.00178097,0.00088552,0.00039147,-3.297e-05,-0.00646562,0.00270442,-0.00092436,5.847e-05,8.029e-05,-3.583e-05,-0.00464782,0.0010576,-0.00070207,0.00097876,0.01824114,0.00202507,0.01440593,0.00096875,0.00706913,0.00010559,0.00481805,D
0.00587544,0.00029581,-0.00717063,0.0042778,0.00610594,-0.01113021,0.00543372,-3.288e-05,-0.00695837,-0.00116932,0.00029512,-0.02696184,-0.00026614,-0.00130043,-0.00119768,0.00044911,-0.00077545,-0.00021217,-0.00029141,-0.00132661,-0.00111121,9.602e-05,-0.00051966,4.5e-06,0.00927504,0.01339641,0.00882866,0.0269888,0.00178784,0.00092089,0.00175488,0.00052848,P
-0.0047243,0.00048671,0.00062679,0.01855281,0.01146301,-0.00078552,-0.00336206,-0.00085791,0.00047659,0.01178832,0.00986171,-0.00108734,-0.0004677,0.00018623,5.263e-05,-0.00076444,0.00055297,-0.00042387,-0.00034236,5.881e-05,4.033e-05,0.00130632,0.00157221,-0.00013615,0.00479049,0.02182256,0.00350237,0.01540779,0.00050615,0.00103432,0.0003497,0.00204862,S
-0.00076335,0.00042569,0.00014093,-0.0001775,-0.00018084,-5.034e-05,1.68e-06,0.00027587,-2.648e-05,-0.00730916,-0.00784131,-0.00219438,6.359e-05,0.00014031,-0.00018637,0.00010737,-7.495e-05,-1.29e-06,-0.00063695,-0.00046153,8.849e-05,0.00013208,-6.059e-05,7.03e-05,0.00088531,0.00025835,0.00027715,0.0109419,0.00024179,0.00013095,0.00079155,0.00016142,H
-0.00251964,-0.00343872,-1.406e-05,0.0005939,-0.00342181,-0.00033893,-0.00306137,-0.00262321,0.00012808,0.00031764,-0.00197371,-0.00059996,0.00011132,0.00012506,-1.605e-05,-4.296e-05,-2.405e-05,1.415e-05,6.696e-05,0.0001687,-1.428e-05,-5.977e-05,1.128e-05,1.33e-06,0.00426305,0.00348947,0.00403356,0.0020872,0.00016819,5.123e-05,0.00018207,6.084e-05,R
6.603e-05,-0.00651195,-0.00046409,-0.00050185,-0.00367531,-0.00031954,-0.00187816,-0.00570647,-0.000323,-0.00061127,-0.00254836,-0.0002237,-1.37e-06,-3.356e-05,9.09e-06,0.00013715,-4.129e-05,-1.498e-05,-0.00017023,-9.438e-05,8.81e-06,0.00012648,-5.28e-05,-1.828e-05,0.0065288,0.00372316,0.00601628,0.00263018,3.48e-05,0.00014401,0.00019484,0.00013828,H
0.0003847,-3.262e-05,2.25e-05,-0.00027864,0.00039755,6.493e-05,0.0006035,-0.00017954,-4.71e-06,-9.19e-05,4.768e-05,4.053e-05,6.3e-07,4.12e-06,-2.22e-06,-1.11e-06,-1.162e-05,-2.14e-06,4.8e-07,8.12e-06,-2.72e-06,-2.53e-06,-4.74e-06,-1.01e-06,0.00038673,0.00048979,0.00062966,0.00011118,4.72e-06,1.186e-05,8.58e-06,5.46e-06,S
-0.00060558,-0.00034683,3.696e-05,0.00938793,0.0043432,-0.00168095,-0.00089013,-0.00046719,9.497e-05,0.00706476,0.00333955,-0.00128311,-0.00012325,-8.952e-05,7.09e-06,3.035e-05,0.00143621,-0.00085619,-0.00025756,-6.597e-05,1.183e-05,0.00248998,0.00082624,-0.00045272,0.00069884,0.01047961,0.00100976,0.00791895,0.00015249,0.00167233,0.00026614,0.00266226,D
0.00074998,0.00050907,-8.375e-05,0.00521066,0.00497318,0.00042236,1.7e-07,0.00082244,-0.00015423,0.0022656,0.00283939,0.00028543,1.068e-05,9.5e-06,6.83e-06,0.00016847,0.00031714,-1.119e-05,-5.471e-05,1.945e-05,1.36e-06,0.00025826,0.00041452,6.3e-06,0.00091029,0.00721539,0.00083677,0.0036437,1.584e-05,0.00035929,5.808e-05,0.00048843,P
-0.00212228,-0.00147811,-0.00138575,-0.00093522,0.00188052,0.0018301,-0.00600048,-0.00188099,-0.00097756,-0.00270243,-0.00039974,0.00130443,-6.866e-05,0.00077245,-2.677e-05,0.00370818,-0.00021774,0.00100784,-0.00235503,0.0005062,0.0005102,0.00087352,-0.00113717,0.00016646,0.00293414,0.00278572,0.00636393,0.00302728,0.00077595,0.00384886,0.00246226,0.00144358,S
0.00038224,-4.869e-05,3.114e-05,-0.00027429,0.00044285,7.327e-05,0.00060164,-0.00021122,5.89e-06,-8.205e-05,6.615e-05,4.445e-05,6.28e-06,3.28e-06,-2.7e-07,-8.75e-06,6.11e-06,-1.01e-06,1.323e-05,-6.68e-06,-6.8e-07,-2.99e-06,-1.15e-06,-1e-07,0.00038658,0.00052604,0.00063766,0.00011439,7.09e-06,1.072e-05,1.484e-05,3.2e-06,S
0.00182343,-0.00185865,0.00193762,0.00045502,-0.00071662,0.00600937,0.00052584,-0.00279055,-0.00462223,0.000306,-0.00213347,0.00239732,-0.00020288,0.00024693,0.00010359,0.00027048,-3.625e-05,-0.00040185,-0.00021354,0.00019428,7.525e-05,0.00020314,-0.00047878,-0.00036845,0.00324559,0.00606903,0.00542482,0.00322374,0.00033596,0.00048576,0.00029834,0.00063738,P
-0.02116635,0.01284075,0.00133983,0.0244638,0.01431691,-0.00072599,-0.02096069,0.00959252,0.00122071,0.02780075,0.00345925,0.00042585,0.00252375,-0.00631073,-0.00090256,-0.00234166,-0.0003227,6.464e-05,-0.00266293,-0.00287252,-0.00026205,-0.00145631,-0.00252252,0.00034017,0.02479303,0.02835452,0.0230837,0.02801837,0.00685633,0.00236467,0.00392571,0.00293252,P
-0.00039164,-3.423e-05,-0.00112691,-0.00203105,-0.0016404,0.00661433,-0.00054576,0.00011083,-0.00309681,-0.00197941,-0.00166047,0.00639026,0.00031313,-0.00032281,-0.00016639,-3.198e-05,-0.00023323,2.01e-06,-6.981e-05,-0.00025164,-0.00022463,-0.00012127,-0.00016004,0.00045855,0.00119351,0.00711094,0.00314648,0.0068928,0.00047952,0.00023542,0.00034446,0.00050059,D
-0.01376486,-0.03592953,0.00498519,-0.0011036,-0.02095819,0.00262017,-0.00446839,-0.0313905,0.00306685,-0.00211456,-0.02686823,0.00366384,-0.00372687,-0.0049328,0.00068079,-0.00074975,0.00112703,-0.00020549,0.00296768,-0.0017297,0.00057072,-0.00105761,-0.00238858,0.0001996,0.03879761,0.02115016,0.03185492,0.02719921,0.00621977,0.00136914,0.00348205,0.00261987,S
-0.00083978,0.00420712,-7.393e-05,3.477e-05,0.0028067,-0.00026652,-0.00439363,0.00397534,3.375e-05,0.01193545,0.00924303,0.00139195,-0.00029841,0.00017228,1.215e-05,-0.00010055,-0.00010208,2.517e-05,-0.00053023,0.00012745,-3.657e-05,0.00204752,0.00055653,0.00032142,0.00429075,0.00281954,0.00592524,0.01516002,0.00034479,0.00014548,0.00054656,0.00214601,D
-0.0308689,0.00406223,-0.00446014,-0.01847483,-0.0084098,0.00273062,-0.02800118,0.00226313,-0.00557607,-0.00956101,-0.00761652,0.00391758,-0.00655343,0.00529065,-0.00105259,-0.00102854,-0.00781905,0.00024799,-0.00656454,0.00422436,-0.00133243,-0.00081656,-0.00449926,0.00083447,0.03145288,0.02048171,0.02864053,0.01283634,0.00848801,0.0078903,0.0079192,0.00464828,S
0.00118942,-0.00111144,1.665e-05,-0.00523361,0.00014479,0.0001696,0.00127555,-0.00050941,4.1e-06,-0.00307949,0.00065414,0.00033054,-0.00033677,0.0001349,6.273e-05,-0.00053593,4.849e-05,3.777e-05,-0.00059703,6.212e-05,6.165e-05,-0.00015989,2.729e-05,1.585e-05,0.00162797,0.00523836,0.00137352,0.00316551,0.00036816,0.00053945,0.00060342,0.00016297,P
-0.00866242,0.02855345,-0.00075117,0.00394791,0.02893929,-0.00069228,-0.017363,0.02425575,0.02043087,-0.00596596,0.01898508,0.01527386,0.00013037,0.00069241,-0.00376499,0.00069814,0.00097802,-0.00199696,-0.00264106,0.00185366,-0.00206419,0.00011279,0.00215498,0.00402875,0.02984797,0.02921554,0.03615572,0.02508619,0.00383035,0.00233062,0.00383042,0.00457029,P
-0.00416185,0.00138657,-0.00014187,-0.00111731,0.00194586,-0.00117188,-0.0082857,0.00260585,0.00042874,0.00533757,0.00396182,0.00044281,-0.00055886,0.00115696,-5.405e-05,0.00020704,0.00050501,-1.608e-05,0.0018021,0.00010041,-0.00045801,0.0016423,0.00161938,0.00021413,0.00438905,0.00253141,0.00869638,0.00666196,0.001286,0.00054604,0.0018621,0.00231633,P
-0.00104107,0.00122389,0.00021548,-0.00039655,0.00046168,-1.817e-05,-0.00019389,0.00013884,-5.2e-05,-0.00015833,8.773e-05,-3.061e-05,-0.00013495,0.00020538,2.764e-05,-1.337e-05,2.2e-05,-7.6e-07,-1.065e-05,2.577e-05,1.9e-06,6.26e-06,1.45e-06,2.3e-07,0.00162116,0.00060888,0.00024408,0.00018358,0.0002473,2.576e-05,2.795e-05,6.43e-06,H
0.001338,0.02741771,-0.00083379,-0.00378321,-0.0300315,0.00361347,-0.00524272,0.02895671,0.00041033,-0.00837189,-0.02819026,0.00046993,0.00151934,0.003514,-0.00013367,0.00029358,-0.00373409,0.00070149,0.00387252,0.00250436,-0.00083972,-9.276e-05,-0.00118402,4.111e-05,0.027463,0.03048378,0.02943035,0.02941089,0.00383073,0.00381074,0.00468757,0.00118836,S
-0.00102057,0.00015955,-0.00010312,-0.00456099,-0.00441463,-0.00212391,4.438e-05,-0.00020234,-7.01e-05,-0.00216398,-0.00264551,-0.00118599,9.613e-05,-1.589e-05,5.69e-06,0.00022557,-4.79e-05,4.454e-05,-2.55e-06,2.68e-06,-3.39e-06,5.093e-05,-0.0001191,1.33e-06,0.0010381,0.00669348,0.00021869,0.00361775,9.76e-05,0.00023486,5.02e-06,0.00012954,D
0.00127264,0.00045246,-0.00029566,0.00191513,0.00115859,-0.00040656,-0.00076154,3.74e-05,-0.00015553,0.00145722,0.00028572,-0.00025295,5.477e-05,-0.00024186,9.46e-06,0.00056899,0.00016296,-8.089e-05,-9.126e-05,-0.00013149,-4.284e-05,0.00049985,-5.204e-05,-5.088e-05,0.00138266,0.00227494,0.00077816,0.00150636,0.00024817,0.00059737,0.00016569,0.00050512,H
-0.0122979,0.00229061,-0.00125119,-0.01494455,0.00626838,-9.111e-05,-0.0102786,0.00228475,-0.00053558,-0.01165025,0.00515013,-0.00033818,-0.00015467,-0.0011165,-3.66e-06,-0.00339021,-0.00022861,0.00049447,-8.992e-05,-0.00085515,-1.298e-05,-0.00255343,-0.00021732,0.00039063,0.01257182,0.01620619,0.01054308,0.01274231,0.00112716,0.00343369,0.00085996,0.00259226,S
-0.00533766,-0.04517907,-0.00538316,0.00708238,-0.04662315,-0.00526786,-0.00470575,-0.03446335,-0.00212863,0.00577644,-0.03605707,-0.00358056,-0.00163989,0.00319346,-0.001536,1.19e-05,0.00269982,-0.00209764,-0.00011821,0.0054183,-0.00035047,-0.00131107,0.00331054,-0.00080429,0.04581067,0.04745133,0.03484821,0.03669196,0.0039047,0.00341896,0.0054309,0.0036504,S
0.00659613,-0.00014282,-0.00013524,-0.00682987,-0.043983,0.0016536,0.00284297,0.00977801,0.00104178,-0.01380225,-0.01264923,0.0016854,-0.00056181,0.00170617,1.653e-05,0.01227497,-0.00815215,0.00016401,-0.00186889,0.00093335,3.89e-06,0.00974491,-0.00649946,3.617e-05,0.00659906,0.04454083,0.01023608,0.0187975,0.00179636,0.01473633,0.002089,0.01171356,S
-0.00576841,0.05557409,-0.00533741,-0.00420471,0.0460652,-0.00519963,0.00542354,0.04955728,-0.00343435,0.0021596,0.0504472,-0.00561789,0.00106509,0.00149856,7.616e-05,0.00024568,-0.00194236,-0.00021749,0.00167649,-3.67e-06,-0.00034663,-0.00011294,-0.00074992,1.602e-05,0.05612702,0.04654802,0.04997133,0.05080497,0.00184008,0.00196987,0.00171195,0.00075855,S
0.00222922,0.00711154,-0.00031082,0.00071994,-0.00213783,0.00019561,0.00202953,0.00612813,-0.00026158,0.00022974,-0.00083636,1.401e-05,-8.535e-05,-0.00040274,1.025e-05,0.00062133,-0.00025336,7.886e-05,-5.65e-05,-0.00022076,5.85e-06,1.107e-05,5.72e-06,-1.366e-05,0.00745923,0.00226426,0.00646076,0.00086746,0.00041181,0.00067562,0.00022795,1.849e-05,P
-0.00025811,-0.00218162,-0.00065979,0.00110523,-0.00161912,-0.00089755,-0.00051829,-0.00210383,-0.00062464,0.00016806,0.00078044,-0.00064349,0.00015255,-0.00021082,-1.828e-05,-0.00010722,-1.03e-05,-4.672e-05,9.93e-05,-0.0001949,-1.108e-05,0.0001882,0.0001203,-1.584e-05,0.00229377,0.00215608,0.00225497,0.00102538,0.00026087,0.00011741,0.00021902,0.00022393,P
-0.00667006,-0.00464482,6.507e-05,0.00456858,-0.02231354,-0.00183181,-0.00345715,-0.00232566,0.000329,0.00355113,-0.01645954,-0.00201657,-0.00074874,-0.00059466,-7.14e-06,-4.331e-05,0.00290806,-8.26e-06,-0.00048332,-0.00042524,3.736e-05,0.00026176,0.00135871,9.049e-05,0.00812824,0.02284998,0.00417957,0.01695859,0.00095617,0.0029084,0.00064484,0.00138665,R
0.00029636,0.00189472,-7.647e-05,0.00086405,-0.00235055,-2.097e-05,0.00101225,0.0028581,-0.0002712,0.00072935,-0.00182392,5.653e-05,-6.1e-07,-5.089e-05,-1.36e-06,-5.309e-05,0.0001611,-3.6e-07,-3.272e-05,-0.00010573,5.87e-06,-4.483e-05,0.00012523,-8.63e-06,0.00191928,0.00250442,0.00304416,0.00196516,5.092e-05,0.00016962,0.00011083,0.00013329,S
-0.00140013,-0.00012049,-9.745e-05,-0.00112623,-0.00034157,-0.00026865,-0.00140728,-0.00012591,-9.611e-05,-0.0002095,-0.00039247,-0.00018538,-0.00237406,-0.00241463,0.00038407,-6.17e-06,-0.00017086,-4.516e-05,-0.00237464,-0.00241507,0.00038419,-4.856e-05,-7.011e-05,-1.473e-05,0.00140868,0.00120716,0.00141616,0.00048196,0.00340795,0.00017683,0.00340868,8.655e-05,S
0.00022356,-0.00098527,0.00091831,-0.04324838,-0.04248495,0.0006397,0.00181651,0.00277665,0.00052535,-0.03135658,-0.02696832,0.00092888,1.3e-05,5.459e-05,1.968e-05,-0.0054301,-0.0019423,-0.00036135,6.3e-06,0.0002139,-2.07e-06,-0.00357553,-0.00087968,-0.0003709,0.0013653,0.06062839,0.00335938,0.04136893,5.947e-05,0.00577833,0.000214,0.00370078,S
0.0002973,-0.00079355,-1.96e-06,6.099e-05,0.00119293,-0.0001506,-0.00054654,-0.00085461,0.00011965,8.764e-05,0.00110761,-0.0001363,6.414e-05,-2.515e-05,-1.7e-06,1.113e-05,0.0001129,-1.483e-05,-6.167e-05,-3.824e-05,8.6e-06,1.424e-05,0.00010287,-1.271e-05,0.00084742,0.00120395,0.00102146,0.0011194,6.892e-05,0.00011441,7.307e-05,0.00010462,D
0.00054863,-0.00020004,0.00010652,-0.01871513,0.00094622,-0.00170195,0.00024419,-0.00019394,4.42e-05,-0.00034233,-0.00033581,-0.000489,-0.00011009,-5.836e-05,2.59e-05,-0.00115724,0.00032999,-7.977e-05,-0.00011813,-1.4e-07,2.259e-05,-0.00043052,0.00024133,-6.009e-05,0.0005936,0.01881616,0.00031495,0.0006849,0.00012726,0.00120601,0.00012027,0.00049719,D
-0.010321,0.00336376,-0.00033601,0.00482386,0.01126002,0.00027,-0.0137122,0.00957766,-0.00036266,0.0086413,0.00599959,-0.0006017,-0.00102132,-0.00739194,0.00039009,-0.00383069,0.00575007,0.00081979,-0.00231869,0.00130904,-4.731e-05,-0.00038638,-0.00107926,0.00013845,0.01086051,0.01225278,0.01672984,0.01053704,0.00747235,0.0069577,0.00266311,0.00115467,R
-0.00613646,-0.00647292,0.02173848,-0.00112123,-0.00772758,-0.0312039,-0.00913055,-0.00294163,0.02025714,-0.00089059,-0.00193477,-0.00500909,0.00083619,-0.00345279,0.00420879,0.00225561,0.00152492,-0.00285902,-0.00017167,-0.00139314,0.00253336,0.00191501,0.00114465,0.000934,0.02349715,0.03216607,0.02241365,0.00544311,0.00550772,0.00394806,0.00289624,0.00241864,S
-0.00396758,-0.01437631,-0.00114213,0.00134141,0.00153136,0.0001928,-0.00250982,-0.00936117,-0.00084969,0.00101908,0.00074034,-3.84e-05,0.00021484,0.00074228,-2.041e-05,4.787e-05,9.329e-05,2.79e-06,0.00057221,0.00157109,-0.00014028,3.76e-06,2.725e-05,-3.31e-06,0.01495742,0.0020449,0.00972896,0.0012602,0.00077301,0.00010489,0.00167792,2.771e-05,P
0.00020298,4.562e-05,-0.00012765,7.631e-05,-0.0004047,-0.00011326,0.00014787,-0.0005235,-0.00022851,8.226e-05,-0.00040847,-0.00011237,-1.925e-05,-7.821e-05,7.79e-06,0.00012736,-4.369e-05,-2.792e-05,-2.537e-05,7.067e-05,3.598e-05,0.00012795,-4.406e-05,-2.784e-05,0.00024408,0.00042712,0.00059003,0.00043156,8.092e-05,0.00013751,8.326e-05,0.00013816,D
-0.00618329,-0.00369502,-0.00121866,0.01454329,-0.03537358,-0.00497994,-0.00166452,-9.848e-05,-0.0002767,0.00159557,-0.03517715,0.00017666,0.00029844,-0.00054851,-0.00023788,0.00076809,0.00087116,-0.00041821,0.00020808,-0.00038883,-0.00017565,0.00034747,9.987e-05,-0.00010196,0.00730557,0.03856938,0.00169024,0.03521376,0.00066822,0.00123442,0.0004747,0.00037564,S
-0.00014609,-3.27e-05,2.867e-05,0.00295409,-0.00669262,-0.00175867,4.562e-05,-0.0001312,3.599e-05,0.00218124,-0.00501011,-0.00134058,-3.487e-05,2.5e-06,9.8e-07,0.00182621,-0.0035927,-0.00102368,-1.33e-05,-2.44e-05,4.58e-06,0.00135417,-0.002669,-0.00077161,0.00015242,0.00752401,0.00014349,0.00562638,3.498e-05,0.00415818,2.817e-05,0.00309074,D
-0.00677942,-0.00743542,0.00218878,0.00478047,0.0012527,0.0005147,-0.00827265,-0.00551962,0.00236626,0.00477967,0.00126934,0.00051412,-0.00288776,-0.00252082,0.00070523,0.00149438,0.00049525,0.00016288,-0.00281758,-0.00255029,0.00070882,0.00149446,0.00049248,0.00016296,0.01029742,0.00496861,0.01022263,0.004972,0.00389757,0.00158271,0.0038659,0.00158192,P
0.01090941,0.02029534,-0.00166487,-0.01824921,0.01983754,0.00023765,0.01417037,0.0139464,-0.0026282,-0.01485422,0.01607145,-0.00083854,-0.00114568,0.00124973,-4.58e-06,0.00045567,0.00029165,0.00013448,0.00028652,0.00035117,-0.00079945,-0.00085478,0.00081412,-0.00014561,0.02310169,0.02695585,0.02005515,0.02190074,0.00169542,0.00055747,0.00091899,0.00118939,P
-0.01897638,0.01881122,0.00327913,0.0032905,0.01427625,0.00177061,-0.00955123,0.01513709,0.00261134,0.00167652,0.00929785,0.00133004,-0.00116194,-0.00013005,-0.00023921,0.00115363,0.00018262,0.0001123,-0.00246556,0.00130307,0.00014031,0.0007484,0.00067335,0.00032356,0.02692058,0.01475716,0.01808802,0.00954095,0.00119342,0.00117338,0.00279225,0.00105745,S
-0.00274713,-0.00359066,0.0013191,0.00436329,0.00176088,0.00049719,-0.00134475,-0.00110816,0.00070925,0.0042093,0.0016945,0.00047963,-0.00012489,-0.0003925,7.178e-05,0.00040782,0.00015291,3.953e-05,-0.00013204,-0.00031907,8.823e-05,0.00047275,0.00019288,4.699e-05,0.00470952,0.0047314,0.00188133,0.00456285,0.0004181,0.00043734,0.00035641,0.00051274,D
