@RELATION auto-sklearn_FEATURE_VALUES

@attribute instance_id string
@attribute repetition real
@attribute conceptvar_sd real
@attribute lsc real
@attribute freq_class_sd real
@attribute n3_mean real
@attribute nr_cor_attr real
@attribute f1_mean real
@attribute c2 real
@attribute f4_mean real
@attribute n1 real
@attribute l1_mean real
@attribute best_node_mean real
@attribute linear_discr_mean real
@attribute leaves_per_class_mean real
@attribute nr_class real
@attribute freq_class_mean real
@attribute elite_nn_mean real
@attribute conceptvar_mean real
@attribute l2_mean real
@attribute f1v_mean real
@attribute nre real
@attribute random_node_mean real
@attribute worst_node_mean real
@attribute l3_mean real
@attribute class_ent real

@data
breast-w,1.0,0.19620179193584744,0.6687890528263347,0.21951669744990104,0.061516452074391985,0.6,0.5315014136916952,0.17580690324628045,0.7682403433476395,0.08297567954220315,0.03271900775643388,0.9099378881987578,0.95,0.5,2.0,0.5,0.8842028985507246,0.2577598176694183,0.03576537911301858,0.05529958066842471,0.6441541080484818,0.8510973084886129,0.8514285714285716,0.01859799713876964,0.9293179372497984
car,1.0,0.2437484768743758,0.9910598985125172,0.31236529732861545,0.1753472222222222,0.0,0.9559797636459474,0.5065929538357923,0.209843581686742,0.2673611111111111,0.08709153587559955,0.7002352466729399,0.6556896088183896,0.25,4.0,0.25,0.6389501277053368,0.4409790246370059,0.10453832172071163,0.4290121828429248,0.8357559538495527,0.7002352466729399,0.7002352466729399,0.11252778616320508,1.205740970012175
cardiotocography,1.0,0.10048485196411754,0.8591937035440795,0.08207275433163867,0.0,0.05555555555555555,0.5030106811143991,0.07648847946961335,0.0,0.008466603951081843,0.0,0.4529719195677208,0.7187483390911507,0.1,10.0,0.1,0.3301621047036939,0.7904701121881423,0.0,0.05330805984737552,2.019384766510779,0.25111834529187704,0.25111834529187704,0.0,2.9133563882918185
cars1,1.0,0.2320216279995316,0.9131156289046232,0.25298012058914826,0.2729591836734694,0.6071428571428571,0.7344330150047197,0.2954238073182029,0.4252676694864433,0.3852040816326531,0.08246619634805498,0.7167948717948718,0.7501282051282051,0.3333333333333333,3.0,0.3333333333333333,0.8287820512820512,0.4868890114102744,0.16858535707108147,0.2732883970762176,0.92044253907534,0.625,0.6197435897435898,0.21253116874091568,1.3279178865472387
churn,1.0,0.25190532725605863,0.99635892,0.507136983466992,0.1408,0.023809523809523808,0.9874088970891994,0.6793238856742458,0.9696,0.2164,0.12387182827204568,0.8699999999999999,0.8562,0.5,2.0,0.5,0.7858,0.23787086589442785,0.14139999999999994,0.34910417276447103,0.4074967740808543,0.8585999999999998,0.8585999999999998,0.14139999999999994,0.5878935751446988
cleve,1.0,0.06409616019982192,0.9778888779967104,0.06300951515523692,0.26402640264026395,0.01098901098901099,0.9122158139710296,0.015755689554561414,0.9405940594059404,0.3927392739273927,0.11826808100659893,0.6996774193548387,0.7987096774193548,0.5,2.0,0.5,0.6424731182795699,0.4595042042920979,0.1815181518151815,0.21476941721391327,0.6891717106404252,0.666989247311828,0.5766666666666665,0.13531353135313529,0.9942646092619052
cleveland-nominal,1.0,0.24988232285556475,0.9831389079502008,0.19698021944692468,0.5313531353135313,0.0,0.8610216743529999,0.2698113487157905,0.9768401859534108,0.6600660066006601,0.15402193139397774,0.5211827956989248,0.5905376344086022,0.2,5.0,0.2,0.2370967741935484,0.5855303199773606,0.2119494953084678,0.4182055917598969,1.2795096209070462,0.5211827956989248,0.5411827956989248,0.20564234459609992,1.8459421848523128
climate-model-simulation-crashes,1.0,0.2312322196617632,0.9566323731138546,0.586636736984395,0.1388888888888889,0.0047619047619047615,0.9857917873713256,0.8153661152458643,0.4444444444444444,0.2037037037037037,0.07840942171386134,0.9148148148148147,0.9111111111111112,0.5,2.0,0.5,0.8462962962962963,0.15274544777861512,0.08518518518518514,0.2524011260243164,0.29125423265214945,0.9148148148148147,0.9148148148148147,0.08518518518518514,0.4201910370851764
cmc,1.0,0.07198382037830871,0.9987514569791895,0.10116094146234016,0.5675492192803802,0.04444444444444445,0.9667252828480944,0.04370336679657216,0.9583228363348094,0.745417515274949,0.16056581142885007,0.4270224305938591,0.5111923147637434,0.3333333333333333,3.0,0.3333333333333333,0.3848869277440706,0.639430373234986,0.3271748205023336,0.5690848127672085,1.066777482163813,0.43653245081816505,0.4270224305938591,0.2888077939212886,1.5390345832497476
confidence,1.0,0.027227826894718275,0.9010416666666666,0.0,0.18055555555555555,0.5,0.062416505495851364,0.0,0.01111111111111111,0.3333333333333333,0.008768771708917803,0.2785714285714286,0.8321428571428571,0.16666666666666666,6.0,0.16666666666666666,0.7071428571428571,0.6878279990574572,0.025,0.03393481115869327,1.791759469228055,0.2785714285714286,0.2785714285714286,0.011111111111111115,2.584962500721156
cnae-9,1.0,0.0010225785522356497,0.9907235939643348,0.0,0.14166666666666666,0.0026745111724228183,0.9660090086921019,0.0,0.0,0.2,0.0,0.20555555555555555,0.8722222222222221,0.1111111111111111,9.0,0.1111111111111111,0.12037037037037038,0.8885443666393961,0.0,0.005141827079255749,2.19722457733622,0.11111111111111112,0.11388888888888887,0.001388888888888884,3.1699250014423126
corral,1.0,0.1317261325338991,0.966484375,0.08838834764831845,0.05,0.0,0.8637757358687589,0.030769230769230882,1.0,0.21875,0.08571180663344857,0.75,0.89375,0.5,2.0,0.5,0.4,0.27235381811907644,0.09375,0.13071733204231334,0.6853142072764582,0.5625,0.5625,0.07499999999999996,0.9886994082884974
credit-approval,1.0,0.0786450610157118,0.9839130434782608,0.07788422517417043,0.17246376811594202,0.025,0.9201271006699046,0.023972972299927783,0.9420289855072465,0.26811594202898553,0.12213500537773705,0.855072463768116,0.8594202898550725,0.5,2.0,0.5,0.4753623188405797,0.4311653713903811,0.13913043478260867,0.14494820252505067,0.6870689028587588,0.7333333333333334,0.6449275362318841,0.1333333333333333,0.9912308989033524
credit-g,1.0,0.1843304594415944,0.995596,0.2828427124746189,0.317,0.0047619047619047615,0.988615224521702,0.27586206896551724,0.976,0.462,0.1518859129907183,0.7,0.728,0.5,2.0,0.5,0.627,0.41461677959122095,0.264,0.4933720091807385,0.6108643020548935,0.7,0.7,0.244,0.8812908992306927
spambase,1.0,0.10209593240567064,0.9929366252415478,0.14984331920384353,0.08780699847859161,0.018753781004234728,0.9666240089319392,0.08595230360311157,0.6153010215170616,0.17713540534666378,0.06902419726622278,0.7720140526266152,0.8832877487503537,0.5,2.0,0.5,0.3899174761859851,0.4764183326481454,0.0662899369702239,0.1580677609315526,0.6705230209876485,0.6816066207677072,0.6203032160709234,0.03151488806781133,0.9673602371807668
splice,1.0,0.12377044680912473,0.9989186427020176,0.16062652283904474,0.34263322884012537,0.0005288207297726071,0.9790952864408259,0.12373910231561358,0.721689089413425,0.480564263322884,0.0669518606030135,0.6332288401253919,0.7940438871473354,0.3333333333333333,3.0,0.3333333333333333,0.4586206896551725,0.6102583759340521,0.0739396489695393,0.15100385237901293,1.0259757105019078,0.5188087774294672,0.5188087774294672,0.04295523451212254,1.4801700696136335
stock,1.0,0.05234933968173878,0.8906393351800554,0.01935239611668444,0.030526315789473683,0.37777777777777777,0.8842859581914749,0.0014969396883884878,0.22210526315789475,0.06631578947368423,0.0993279640159197,0.8242105263157894,0.7336842105263158,0.5,2.0,0.5,0.8042105263157895,0.4615078810547174,0.12736842105263158,0.17275552700779948,0.6927726185565874,0.7652631578947369,0.6747368421052632,0.15473684210526314,0.9994596212552502
steel-plates-fault,1.0,0.12582708157979053,0.9514882755878532,0.21675864750437704,0.002575991756826378,0.09803921568627452,0.9725381263641468,0.17179399957200114,0.0,0.019577537351880475,0.0,0.6532725350251124,0.6868807824477927,0.5,2.0,0.5,0.6532725350251124,0.4450631454123824,0.0,0.4128991786502752,0.6453978896979566,0.6532725350251124,0.6532725350251124,0.06852138073158165,0.9311123348674444
synthetic_control,1.0,0.02313457589166497,0.9322333333333334,0.0,0.008333333333333333,0.4188260179799048,0.3974244558710945,0.0,0.0,0.035,0.0,0.31666666666666665,1.0,0.16666666666666666,6.0,0.16666666666666666,0.9166666666666669,0.7822116525096611,0.0,0.006426298372204227,1.791759469228055,0.26,0.3150000000000001,0.0,2.584962500721156
tic-tac-toe,1.0,0.1329143399744425,0.9962604765495268,0.21700354245182146,0.3089770354906054,0.0,0.9927466413388152,0.17214897430790674,1.0,0.3653444676409186,0.2573643410852542,0.6274013157894738,0.6210855263157895,0.5,2.0,0.5,0.6596820175438597,0.44997264393524267,0.3465553235908142,0.773748980876019,0.6452881308007814,0.6534429824561404,0.6534429824561404,0.3465553235908142,0.9309539862507962
texture,1.0,0.012316134168216784,0.9732357024793388,0.0,0.00890909090909091,0.8487804878048779,0.2593898593715788,0.0,0.0,0.025818181818181817,8.498224793837298e-06,0.18,0.994909090909091,0.09090909090909093,11.0,0.09090909090909093,0.36181818181818176,0.8872403195129578,5.454545454545459e-05,0.006445370572069718,2.3978952727983707,0.1743636363636364,0.16454545454545458,0.0019636363636363653,3.4594316186372978
titanic,1.0,0.2137442634658077,0.9999207332340984,0.2502663255539848,0.22217174011812807,0.0,0.9030681953016368,0.2226432068141536,1.0,0.319854611540209,0.18299925760948554,0.7759975318798848,0.7759975318798848,0.5,2.0,0.5,0.6960571781160017,0.3549896691537847,0.22398909586551569,0.4356599618605941,0.629136012916754,0.6737906211435624,0.6737906211435624,0.2294411631076784,0.907651405879656
transplant,1.0,0.1506638781502221,0.6411048307208205,0.18892165909564249,0.015267175572519085,0.8333333333333333,0.5110298395280614,0.1332535624932013,0.0,0.03816793893129771,0.00036091518867653616,0.9478021978021977,0.9692307692307692,0.5,2.0,0.5,0.9478021978021977,0.34291637416006865,0.007633587786259555,0.08398998407844249,0.6570185524324769,0.771978021978022,0.9478021978021978,0.0,0.9478774073663798
parity5,1.0,1.1796777957352496e-16,0.96875,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.220446049250313e-16,0.12499999999999994,0.12499999999999994,0.5,2.0,0.5,0.4999999999999999,0.6506285807717864,0.46875,0.0,0.6931471805599453,0.3416666666666667,0.19166666666666665,0.53125,1.0
pc1,1.0,0.22022775301102665,0.9512969140916886,0.6089152173427889,0.08566275924256088,0.6277056277056277,0.9583174680052002,0.8516013307773544,0.7096483318304779,0.13525698827772767,0.06242705806323035,0.926969696969697,0.927870597870598,0.5,2.0,0.5,0.899041769041769,0.12575975572577305,0.06762849413886385,0.2719156282714061,0.2521670172894384,0.9305733005733006,0.9305733005733006,0.06853020739404869,0.36380010531923423
pc3,1.0,0.24136304752927204,0.9818929343761628,0.5623376385251942,0.12859884836852206,0.3229018492176387,0.9831119363871568,0.7748455498445594,0.8682021753039028,0.19833653230966086,0.09181404183059294,0.8976318797974849,0.8944063367630246,0.5,2.0,0.5,0.8502572268495836,0.1819544042134916,0.10172744721689064,0.2789509627232995,0.3302534201072316,0.8976318797974849,0.8976318797974849,0.10684580934101083,0.4764549714253225
pc4,1.0,0.2470030948411525,0.9727222777316769,0.5344524505264577,0.12688614540466392,0.23044096728307256,0.9725195256088072,0.7271514486696478,0.649519890260631,0.19821673525377229,0.06658458987833883,0.8779215871516296,0.9067076051015588,0.5,2.0,0.5,0.8422862541332072,0.2123267257778945,0.0775034293552812,0.18447681375692648,0.3710588214839124,0.8779215871516296,0.8779215871516296,0.1056241426611797,0.5353247216329435
pendigits,1.0,0.03323378558754984,0.9782884889553128,0.004219831181359215,0.006277292576419214,0.11029411764705882,0.4942464772113973,0.00019782032944826167,0.1076346480442607,0.016193595342066956,0.0023356076772776315,0.20087410042187112,0.8761784266688725,0.1,10.0,0.1,0.2338070973612375,0.8359380411913038,0.002185306978262501,0.019314459170323664,2.3017835680951637,0.159478286045165,0.20387550665894616,0.010881872593484807,3.3207717388905955
PhishingWebsites,1.0,0.06659176453544231,0.9969346966086472,0.08052894052590348,0.0365445499773858,0.060215053763440864,0.9455677430486396,0.025607516160222943,0.8674807779285392,0.12754409769335145,0.060332814615790875,0.8889210640439235,0.9204880822825724,0.5,2.0,0.5,0.8447076824887697,0.4391637613648278,0.07191316146540028,0.09441527623727744,0.6866481790434553,0.5569425511197663,0.5569425511197663,0.041157847127996416,0.9906239227414301
phoneme,1.0,0.186877953593195,0.9809625419337376,0.29205446624877385,0.09233900814211696,0.0,0.9296945614846541,0.2914622302621264,0.8650999259807549,0.1991117690599556,0.14430967163173625,0.7537019921955227,0.7583271719038818,0.5,2.0,0.5,0.7211299377011022,0.4041016136162098,0.22538860103626945,0.3863697684531989,0.6052438200564556,0.7065140001369207,0.7394536865886219,0.1976313841598816,0.8731822577241407
pm10,1.0,0.01023475843567977,0.995392,0.01131370849898477,0.424,0.03571428571428571,0.99881738136508,0.0005118689615457583,0.958,0.634,0.17639238374638244,0.5199999999999999,0.506,0.5,2.0,0.5,0.5700000000000001,0.5009134336329863,0.4340000000000001,0.9636181130182259,0.6930191750980527,0.5519999999999999,0.5199999999999999,0.462,0.9998153271549208
prnn_cushings,1.0,0.15405648555489015,0.8518518518518519,0.15233287258337114,0.2222222222222222,0.3333333333333333,0.5526733233721227,0.12032673578385167,0.0,0.5185185185185185,0.017846515898832474,0.55,0.8666666666666666,0.25,4.0,0.25,0.6666666666666666,0.637684911511585,0.048395561553456284,0.0724837010747668,1.2374256801772396,0.6666666666666666,0.6166666666666666,0.02631578947368422,1.7852278922603562
pyrim,1.0,0.08357294126826033,0.920927684441198,0.1146659645167374,0.13513513513513514,0.0873015873015873,0.0,0.051245551601423515,0.0,0.2432432432432433,0.0,0.7,0.8517857142857143,0.5,2.0,0.5,0.4178571428571428,0.4654362065293681,0.0,0.04969826415261013,0.6799406565303493,0.6607142857142857,0.6714285714285714,0.06756756756756754,0.9809470132751208
one-hundred-plants-margin,1.0,0.0006985284313910103,0.99696328125,1.7434626923745957e-18,0.263125,0.10336538461538462,0.2416047899237917,-2.220446049250313e-16,0.0,0.410625,0.0,0.013750000000000002,0.8012499999999999,0.01,100.0,0.009999999999999998,0.034375,0.9883052002805962,0.0,0.004542996002980952,4.605170185988092,0.013750000000000002,0.013750000000000002,0.0,6.643856189774724
one-hundred-plants-shape,1.0,0.0021674387322661373,0.9977296875,1.7434626923745957e-18,0.355,0.7668269230769231,0.13393595438973324,-2.220446049250313e-16,0.0,0.5825,1.1913285126182045e-05,0.011875,0.518125,0.01,100.0,0.009999999999999998,0.058125,0.988469532027834,5.681818181818184e-05,0.003715382490807921,4.605170185988092,0.013125,0.013125,0.0015972222222222225,6.643856189774724
one-hundred-plants-texture,1.0,0.0005064749494445237,0.9969786463631702,6.253908692933072e-05,0.1951219512195122,0.030288461538461545,0.33946668110255795,3.9481980640410097e-07,0.0,0.3946216385240776,0.0,0.014382861635220128,0.762995283018868,0.01,100.0,0.01,0.023132861635220124,0.9892598151971528,0.0,0.0034983313071260853,4.605150417621731,0.012507861635220129,0.012507861635220129,6.313131313131312e-06,6.6438276700506105
optdigits,1.0,0.013928167577987387,0.9766309950481884,0.0012126363167414508,0.012455516014234877,0.02740384615384616,0.0,1.6344174299631753e-05,0.09233415352516867,0.02829181494661922,5.7684869851342626e-05,0.19466192170818505,0.9469750889679716,0.1,10.0,0.1,0.20658362989323847,0.865294379634528,5.9259259259260134e-05,0.014011264223935766,2.30251898753316,0.17686832740213526,0.10142348754448398,0.0011040616359937866,3.3218327248667654
ozone-level-8hr,1.0,0.2105170505440617,0.9674205080829682,0.617811528629446,0.07853196527229676,0.2796803652968036,0.9744546245936808,0.8658159109037996,0.2908445146014207,0.11996842936069455,0.04176793254762734,0.9199293517164108,0.9313420061622733,0.5,2.0,0.5,0.8891351031713921,0.11853221229847775,0.054853985793212316,0.21585833399394905,0.2355247752891056,0.9199293517164108,0.9368584855746788,0.09471191791633783,0.3397904253160801
LED-display-domain-7digit,1.0,0.10762022754883843,0.995116,0.01192569587999888,0.358,0.0,0.4318341587381029,0.0015608448499621064,1.0,0.66,0.03590248179647479,0.204,0.75,0.1,10.0,0.1,0.152,0.6935270832644492,0.03948530963878681,0.05129734977451638,2.2959167451259828,0.21,0.20600000000000002,0.039731847060059416,3.312307702487185
madelon,1.0,0.00034183456510874437,0.9991486686390532,0.0,0.4653846153846154,0.0003912175648702595,0.9990730632883988,0.0,0.0,0.5519230769230771,0.18447739904444127,0.6126923076923078,0.5607692307692307,0.5,2.0,0.5,0.5153846153846154,0.5001153694306691,0.2665384615384615,0.4236431507666855,0.6931471805599453,0.5,0.4946153846153846,0.3107692307692308,1.0
mfeat-factors,1.0,0.008184236140643427,0.9785195,0.0,0.0395,0.11017238436593277,0.5114091458342185,0.0,0.0,0.081,0.0,0.192,0.981,0.1,10.0,0.1,0.243,0.8782402348735856,0.0,0.001969035636103161,2.302585092994045,0.18950000000000009,0.195,0.0,3.3219280948873617
mfeat-fourier,1.0,0.007298303053680645,0.98838125,0.0,0.1985,0.006151742993848257,0.7629594309785904,0.0,0.0,0.2975,0.0032870319620970485,0.191,0.8059999999999999,0.1,10.0,0.1,0.229,0.8913331646865224,0.004444444444444441,0.02355889181201113,2.302585092994045,0.1565,0.1505,0.014888888888888887,3.3219280948873617
mfeat-morphological,1.0,0.03064902127096389,0.978474,0.0,0.348,0.5238095238095237,0.17870763635764195,0.0,0.20322222222222225,0.429,0.026370447783170544,0.198,0.7389999999999999,0.1,10.0,0.1,0.285,0.8484863075073121,0.03838888888888888,0.06366152797846443,2.302585092994045,0.19850000000000004,0.1975,0.03716666666666666,3.3219280948873617
mfeat-karhunen,1.0,0.002879568294567471,0.9863775,0.0,0.0355,0.00048076923076923085,0.7614981963376197,0.0,0.0,0.0765,0.0,0.188,0.951,0.1,10.0,0.1,0.2795,0.8933691697395079,0.0,0.012077289939028077,2.302585092994045,0.15,0.14500000000000002,0.0009444444444444342,3.3219280948873617
mfeat-pixel,1.0,0.0428074263873636,0.97797875,0.0,0.0245,0.048824343015214385,0.6364311392285728,0.0,0.07583333333333332,0.0545,0.0,0.1975,0.9565,0.1,10.0,0.1,0.1805,0.7896052973351791,0.0,0.003954294302232369,2.302585092994045,0.1855,0.171,0.0,3.3219280948873617
mfeat-zernike,1.0,0.008640398399692403,0.9901375,0.0,0.2115,0.12145390070921985,0.6255584110882542,0.0,0.012444444444444444,0.275,0.005910556737139227,0.18550000000000005,0.8140000000000001,0.1,10.0,0.1,0.1835,0.8856974426620682,0.01116666666666666,0.0399279311031236,2.302585092994045,0.1535,0.1555,0.021777777777777767,3.3219280948873617
micro-mass,1.0,0.024947270535184758,0.9941387739578764,0.021951066309828685,0.2924693520140105,0.005786081712292319,0.0,0.01031448852724981,0.0,0.3870402802101576,0.0,0.1646400483968542,0.4886872353297035,0.05,20.0,0.05,0.08932244404113733,0.9417931831567544,0.0,0.0,2.9111441429037566,0.13832425892317002,0.10508166969147004,0.0,4.1998932182802005
mom,1.0,0.09493019179972384,0.9224489795918368,0.12149857925879118,0.0,0.0,0.7465401967000681,0.06495113593095557,0.0,0.37857142857142856,0.0,0.7857142857142857,0.85,0.3333333333333333,3.0,0.3333333333333333,1.0,0.6016623977816398,0.0,0.3961498866636734,1.0536285438708612,0.42857142857142855,0.4142857142857143,0.0,1.5200646751815512
monks-problems-1,1.0,0.05149388271483218,0.9921490864862068,0.0,0.18525179856115107,0.0,0.9659552882935758,0.0,0.7535971223021583,0.4514388489208633,0.14373716632449351,0.7463961038961039,0.6527922077922078,0.5,2.0,0.5,0.4875,0.4662222861678504,0.33453237410071945,0.4980472520227357,0.6931471805599453,0.5053571428571428,0.4352597402597402,0.28956834532374104,1.0
monks-problems-2,1.0,0.1417197789139108,0.9879097787658396,0.22236802270259148,0.12146422628951747,0.0,0.9968469257720874,0.17999002322874513,1.0,0.3793677204658902,0.2552664188351662,0.6572404371584699,0.6222404371584699,0.5,2.0,0.5,0.5522404371584699,0.4428716226495252,0.34276206322795344,0.9187319487090544,0.6428505619784741,0.6572404371584699,0.6572404371584699,0.34276206322795344,0.9274373177990278
monks-problems-3,1.0,0.08359250293433212,0.9885994865044508,0.028080052682498247,0.2436823104693141,0.047619047619047616,0.9208799059923036,0.0031489915419649073,1.0,0.427797833935018,0.09477124183008223,0.7165584415584416,0.7725000000000001,0.5,2.0,0.5,0.7225649350649351,0.4263186987086829,0.1985559566787004,0.22035319614058616,0.6923584838319691,0.5198701298701298,0.5198701298701298,0.13357400722021662,0.9988621511417832
mushroom,1.0,0.06535168497546402,0.8959335009470393,0.02541545791561691,0.0,0.05533596837944664,0.0,0.002580448346242159,0.499261447562777,0.0048005908419497785,0.050078280409128206,0.7272585570683293,0.8801084895085403,0.5,2.0,0.5,0.7436569538109175,0.4278959219506531,0.031511570654849774,0.07368704610246436,0.6925010959051001,0.5179715097643587,0.4955616551239404,0.14660265878877402,0.9990678968724604
iris,1.0,0.07772438470479949,0.8179111111111111,0.0,0.04666666666666667,0.6000000000000001,0.2798146451309418,0.0,0.043333333333333335,0.1,0.0043269628873620816,0.6666666666666667,0.98,0.3333333333333333,3.0,0.3333333333333333,0.8933333333333333,0.4956224063891405,0.013333333333333345,0.026773189473445324,1.0986122886681096,0.5199999999999999,0.5866666666666667,0.003333333333333336,1.584962500721156
irish,1.0,0.22666190206254885,0.964916,0.2922487524923474,0.12,0.0,0.8729331512140066,0.3529663288348737,0.2606191504679626,0.304,0.08161056808277545,0.6920000000000001,0.6759999999999999,0.3333333333333333,3.0,0.3333333333333333,0.986,0.4206182847106663,0.11371154459182332,0.2417351627115015,0.8279917872688013,0.65,0.65,0.11755540061925278,1.1945396453894892
jm1,1.0,0.24164468802964376,0.9993310698624216,0.43348861284867535,0.26421681212678,0.30303030303030304,0.9751288925738972,0.5463264904775138,0.9950390445567294,0.377124483233808,0.15455732957062907,0.8065228656889752,0.8088254706152433,0.5,2.0,0.5,0.7258699967590342,0.3118287198542887,0.19118052365640792,0.5929674193343809,0.4912259288656543,0.8065228656889752,0.8065228656889752,0.19191548001837389,0.7086892115305542
kc1,1.0,0.2539155826787333,0.9817324249457212,0.4885038312891416,0.22095779990516834,0.7186147186147186,0.9010460933753576,0.6461531671518994,0.9592223802750118,0.2821242294926505,0.11151145346429593,0.8454254118709095,0.8506747912435115,0.5,2.0,0.5,0.7928142631460167,0.252426974824461,0.14129919393077284,0.31851505716654016,0.4305645508080653,0.828837734145791,0.8454254118709095,0.1588430535798957,0.6211733422333799
kc2,1.0,0.2439428665255709,0.9917609841311784,0.4172200931139016,0.19157088122605365,0.8138528138528138,0.8573718745616409,0.5164802857236189,0.8409961685823755,0.2950191570881226,0.10506813304549324,0.8329825834542817,0.8329462989840348,0.5,2.0,0.5,0.622278664731495,0.31501889252757315,0.14750957854406133,0.22691369853798365,0.5072302867654668,0.8025399129172713,0.8024310595065313,0.1762452107279694,0.7317786193052257
KDDCup09_upselling,1.0,0.04284567440164866,0.977962,0.0,0.0245,0.048858921161825726,0.6363212309606382,0.0,0.07583333333333332,0.0545,0.0,0.1975,0.9565,0.1,10.0,0.1,0.1885,0.7895522497066714,0.0,0.0039601572838977705,2.302585092994045,0.1925,0.16749999999999998,0.0,3.3219280948873617
